original_filename,original_page,assigned_rid
000006_SWRO.pdf,201,s:30183119001
000006_SWRO.pdf,22,s:6072754-01
000006_SWRO.pdf,23,s:6072754-01
000006_SWRO.pdf,24,s:6072754-01
000006_SWRO.pdf,25,s:6072754-01
000006_SWRO.pdf,26,s:6072754-01
000006_SWRO.pdf,27,s:6072754-01
000006_SWRO.pdf,28,s:6072754-01
000006_SWRO.pdf,29,s:6072754-01
000006_SWRO.pdf,30,s:6072754-01
000006_SWRO.pdf,31,s:6072754-01
000006_SWRO.pdf,32,s:6072754-01
000006_SWRO.pdf,33,s:6072754-01
000006_SWRO.pdf,34,s:6072754-01
000006_SWRO.pdf,35,s:6072754-01
000006_SWRO.pdf,36,s:6072754-01
000006_SWRO.pdf,37,s:6072754-01
000006_SWRO.pdf,38,s:6072754-01
000006_SWRO.pdf,39,s:6072754-01
000006_SWRO.pdf,40,s:6072754-01
000006_SWRO.pdf,41,s:6072754-01
000006_SWRO.pdf,42,s:6072754-01
000006_SWRO.pdf,43,s:6072754-01
000006_SWRO.pdf,44,s:6072754-01
000006_SWRO.pdf,45,s:6072754-01
000006_SWRO.pdf,46,s:6072754-01
000006_SWRO.pdf,47,s:6072754-01
000006_SWRO.pdf,48,s:6072754-01
000006_SWRO.pdf,49,s:6072754-01
000006_SWRO.pdf,50,s:6072754-01
000006_SWRO.pdf,51,s:6072754-01
000006_SWRO.pdf,52,s:6072754-01
000006_SWRO.pdf,53,s:6072754-01
000006_SWRO.pdf,54,s:6072754-01
000006_SWRO.pdf,55,s:6072754-01
000006_SWRO.pdf,56,s:6072754-01
000006_SWRO.pdf,57,s:6072754-01
000006_SWRO.pdf,58,s:6072754-01
000006_SWRO.pdf,59,s:6072754-01
000006_SWRO.pdf,60,s:6072754-01
000006_SWRO.pdf,61,s:6072754-01
000006_SWRO.pdf,62,s:6072754-01
000006_SWRO.pdf,63,s:6072754-01
000006_SWRO.pdf,64,s:6072754-01
000006_SWRO.pdf,65,s:6072754-01
000006_SWRO.pdf,66,s:6072754-01
000006_SWRO.pdf,67,s:6072754-01
000006_SWRO.pdf,68,s:6072754-01
000006_SWRO.pdf,69,s:6072754-01
000006_SWRO.pdf,70,s:6072754-01
000006_SWRO.pdf,71,s:6072754-01
000006_SWRO.pdf,72,s:6072754-01
000006_SWRO.pdf,73,s:6072754-01
000006_SWRO.pdf,74,s:6072754-01
000006_SWRO.pdf,75,s:6072754-01
000006_SWRO.pdf,76,s:6072754-01
000006_SWRO.pdf,77,s:6072754-01
000006_SWRO.pdf,78,s:6072754-01
000006_SWRO.pdf,79,s:6072754-01
000006_SWRO.pdf,80,s:6072754-01
000006_SWRO.pdf,81,s:6072754-01
000006_SWRO.pdf,82,s:6072754-01
000006_SWRO.pdf,83,s:6072754-01
000006_SWRO.pdf,84,s:6072754-01
000006_SWRO.pdf,85,s:6072754-01
000006_SWRO.pdf,631,s:9J12052-02
000006_SWRO.pdf,632,s:9J12052-02
000006_SWRO.pdf,633,s:9J12052-02
000006_SWRO.pdf,634,s:9J12052-02
000006_SWRO.pdf,635,s:9J12052-02
000006_SWRO.pdf,615,s:1C02015-01
000006_SWRO.pdf,616,s:1C02015-01
000006_SWRO.pdf,617,s:1C02015-01
000006_SWRO.pdf,618,s:1C02015-01
000006_SWRO.pdf,619,s:1C02015-01
000006_SWRO.pdf,620,s:1C02015-01
000006_SWRO.pdf,621,s:1C02015-01
000006_SWRO.pdf,645,s:1C15059-01
000006_SWRO.pdf,646,s:1C15059-01
000006_SWRO.pdf,647,s:1C15059-01
000006_SWRO.pdf,648,s:1C15059-01
000006_SWRO.pdf,649,s:1C15059-01
000006_SWRO.pdf,650,s:1C15059-01
000006_SWRO.pdf,328,s:1K12019-01
000006_SWRO.pdf,329,s:1K12019-01
000006_SWRO.pdf,330,s:1K12019-01
000006_SWRO.pdf,331,s:1K12019-01
000006_SWRO.pdf,332,s:1K12019-01
000006_SWRO.pdf,333,s:1K12019-01
000006_SWRO.pdf,334,s:1K12019-01
000006_SWRO.pdf,335,s:1K12019-01
000006_SWRO.pdf,370,s:1L03222-01
000006_SWRO.pdf,371,s:1L03222-01
000006_SWRO.pdf,372,s:1L03222-01
000006_SWRO.pdf,373,s:1L03222-01
000006_SWRO.pdf,374,s:1L03222-01
000006_SWRO.pdf,375,s:1L03222-01
000006_SWRO.pdf,376,s:1L03222-01
000006_SWRO.pdf,377,s:1L03222-01
000006_SWRO.pdf,378,s:1L03222-01
000006_SWRO.pdf,379,s:1L03222-01
000006_SWRO.pdf,385,s:1L30011-01
000006_SWRO.pdf,386,s:1L30011-01
000006_SWRO.pdf,387,s:1L30011-01
000006_SWRO.pdf,388,s:1L30011-01
000006_SWRO.pdf,389,s:1L30011-01
000006_SWRO.pdf,390,s:1L30011-01
000006_SWRO.pdf,391,s:1L30011-01
000013_BKV 810 2023 FORM_26R reduced.pdf,23,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,24,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,25,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,26,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,27,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,28,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,29,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,30,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,31,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,32,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,33,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,34,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,35,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,36,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,37,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,38,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,39,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,40,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,41,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,42,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,43,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,44,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,45,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,46,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,47,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,48,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,49,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,50,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,51,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,52,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,53,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,54,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,55,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,56,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,57,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,58,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,59,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,60,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,61,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,62,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,63,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,64,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,65,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,66,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,67,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,68,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,69,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,70,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,71,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,72,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,73,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,74,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,75,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,76,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,77,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,78,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,79,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,80,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,81,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,82,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,83,s:AWB0391-01
000013_BKV 810 2023 FORM_26R reduced.pdf,84,s:AWB0391-01
000030_Jackson 1H_RWC810-26R_2022.pdf,18,s:1D13149-01
000030_Jackson 1H_RWC810-26R_2022.pdf,19,s:1D13149-01
000030_Jackson 1H_RWC810-26R_2022.pdf,20,s:1D13149-01
000030_Jackson 1H_RWC810-26R_2022.pdf,21,s:1D13149-01
000030_Jackson 1H_RWC810-26R_2022.pdf,22,s:1D13149-01
000030_Jackson 1H_RWC810-26R_2022.pdf,23,s:1D13149-01
000030_Jackson 1H_RWC810-26R_2022.pdf,24,s:1D13149-01
000030_Jackson 1H_RWC810-26R_2022.pdf,6,s:1C19231-01
000030_Jackson 1H_RWC810-26R_2022.pdf,7,s:1C19231-01
000030_Jackson 1H_RWC810-26R_2022.pdf,8,s:1C19231-01
000030_Jackson 1H_RWC810-26R_2022.pdf,9,s:1C19231-01
000030_Jackson 1H_RWC810-26R_2022.pdf,10,s:1C19231-01
000059_Swain Master Meter_RWC802-26R_2023.pdf,5,s:AWK3743-06
000059_Swain Master Meter_RWC802-26R_2023.pdf,6,s:AWK3743-06
000059_Swain Master Meter_RWC802-26R_2023.pdf,7,s:AWK3743-06
000059_Swain Master Meter_RWC802-26R_2023.pdf,8,s:AWK3743-06
000060_COG NC 26R 2022 reports (1).pdf,18,s:30495368001
000157_J147659-1 UDS Level 2 Report Final Report.pdf,48,s:180-147486-A-1-I DU
000159_J148933-2 UDS Level 2 Report Final Report.pdf,20,s:180-184933-2
000183_J154035-1 UDS Level 2 Report Final Report.pdf,36,s:LCS 180-431682/6
000212_J159085-1 UDS Level 2 Report Rev(1) Final Report.pdf,18,s:180-159085-1
000212_J159085-1 UDS Level 2 Report Rev(1) Final Report.pdf,19,s:180-159085-1
000231_BKV 26R 802 2020.pdf,202,s:0072787-02
000232_BKV 26R 803 2020.pdf,29,s:30369084001
"000271_Duncan, C. 1 Brine ______.pdf",1,s:11 07418
"000271_Duncan, C. 1 Brine ______.pdf",2,s:11 07418
"000271_Duncan, C. 1 Brine ______.pdf",3,s:11 07418
"000271_Duncan, C. 1 Brine ______.pdf",4,s:11 07418
000274_J161974-1 UDS Level 2 Report Final Report.pdf,50,s:180-161973-A-3-B DU
000289_804_BRA_WINDHAM_26R_2022.pdf,6,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,7,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,8,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,9,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,10,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,11,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,12,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,13,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,14,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,15,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,16,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,17,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,18,s:9B12014-01
000289_804_BRA_WINDHAM_26R_2022.pdf,19,s:9B12014-01
000312_J163432-1 UDS Level 2 Report Rev(1) Final Report.pdf,52,s:180-163349-H-2-A
000330_J164603-1 UDS Level 2 Report Final Report.pdf,49,s:180-164615-A-1-I MS
000330_J164603-1 UDS Level 2 Report Final Report.pdf,50,s:180-164615-A-1-I MS
000330_J164603-1 UDS Level 2 Report Final Report.pdf,51,s:180-164615-A-1-I MS
000357_ARNOLD CTB_900591_811_26R_2022.pdf,21,s:180-139143-1
000357_ARNOLD CTB_900591_811_26R_2022.pdf,22,s:180-139143-1
000372_BRA_ASYLUM_810 26R_2022.pdf,45,s:LB 180-347780/1-D
000395_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 804_WET TANK SEDIMENT-SLUDGE.pdf,742,s:410-115361-2 DU
000395_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 804_WET TANK SEDIMENT-SLUDGE.pdf,743,s:410-115361-2 DU
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,35,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,36,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,37,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,38,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,39,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,40,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,41,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,42,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,43,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,44,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,45,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,46,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,47,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,48,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,49,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,50,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,51,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,52,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,53,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,54,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,55,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,56,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,57,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,58,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,59,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,60,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,61,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,62,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,63,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,64,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,65,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,66,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,67,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,68,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,69,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,70,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,71,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,72,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,73,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,74,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,75,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,76,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,77,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,78,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,79,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,80,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,81,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,82,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,83,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,84,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,85,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,86,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,87,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,88,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,89,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,90,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,91,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,92,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,93,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,94,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,95,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,96,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,97,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,98,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,99,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,100,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,101,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,102,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,103,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,104,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,105,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,106,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,107,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,108,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,109,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,110,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,111,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,112,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,113,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,114,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,115,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,116,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,117,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,118,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,119,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,120,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,121,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,122,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,123,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,124,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,125,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,126,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,127,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,128,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,129,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,130,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,131,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,132,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,133,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,134,s:3338391001
000400_26R_RY2023_CTRA_NEPA MARCELLUS SHALE OPERATIONS_RWC 810_DRILL CUTTINGS.pdf,135,s:3338391001
