original_filename,lab_sample_id,assigned_rid,method
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,Brine-Moore-591298,s:Brine-Moore-591298,metadata_cluster
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,Brine-Phillips-590036,s:Brine-Moore-591298,metadata_cluster
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,Brine-WestRun-591403,s:Brine-Moore-591298,metadata_cluster
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,5H05008-01,s:5H05008-01,metadata_cluster
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,5H27014-01,s:5H27014-01,metadata_cluster
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,6C08156-01,s:6C08156-01,metadata_cluster
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,6G05024-01,s:6G05024-01,metadata_cluster
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,6J14109-01,s:6J14109-01,metadata_cluster
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,6J28032-01,s:6J28032-01,metadata_cluster
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,6E20014-01,s:6E20014-01,metadata_cluster
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,6E20014-02,s:6E20014-01,metadata_cluster
004736_EQT Corporation 26R Annual Report_SW_2 of 4.pdf,6J27013-01,s:6J27013-01,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,4D04104-01,s:4D04104-01,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,4K17057-02,s:4K17057-02,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,4K17057-03,s:4K17057-02,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,4K17057-04,s:4K17057-02,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,5G02007-01,s:5G02007-01,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,7D11176-01,s:7D11176-01,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,4K14001-02,s:4K14001-02,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,4K14001-03,s:4K14001-02,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,4K14001-04,s:4K14001-02,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,4K14001-05,s:4K14001-02,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,4K14001-06,s:4K14001-02,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,4K14001-07,s:4K14001-02,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,7C08054-01,s:7C08054-01,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,7C23006-01,s:7C23006-01,metadata_cluster
004737_EQT Corporation 26R Annual Report_SW_3 of 4.pdf,7G11014-01,s:7G11014-01,metadata_cluster
004738_EQT Corporation 26R Annual Report_SW_4 of 4.pdf,7H31148-01,s:7H31148-01,metadata_cluster
004738_EQT Corporation 26R Annual Report_SW_4 of 4.pdf,7J13019-01,s:7J13019-01,metadata_cluster
004738_EQT Corporation 26R Annual Report_SW_4 of 4.pdf,6H26002-01,s:6H26002-01,metadata_cluster
004738_EQT Corporation 26R Annual Report_SW_4 of 4.pdf,7L01028-01,s:7L01028-01,metadata_cluster
004884_Zalac Pad A_Tank Solids & Sludge (804)_comp.pdf,2-11484,s:2-11484,single_report
004895_Zalac Pad A_Produced Fluids (802)_comp.pdf,30203341001,s:30203341001,single_report
004903_Kisner Pad A_Synthetic Liners (806)_comp.pdf,2-11503,s:2-11503,single_report
004995_BellPt6_810&803&806_G1806961&8H03001.pdf,8H03001-01,s:8H03001-01,single_report
005002_Gaut4-M_802_2321654.pdf,1807428-05B,s:1807428-05B,single_report
005002_Gaut4-M_802_2321654.pdf,1807428-07D,s:1807428-05B,single_report
005032_MOR31_802_8H15011.pdf,8H15011-01,s:8H15011-01,single_report
005065_RHL11_810&806_G1709C01&8I28044.pdf,8128044-01,s:8128044-01,single_report
005070_RHL27_810&806_G1806A44.pdf,G1806E95-001,s:G1806E95-001,single_report
005097_Dearmitt_802_Produced Fluid_26R.pdf,13022307-001D,s:13022307-001D,single_report
005097_Dearmitt_802_Produced Fluid_26R.pdf,3021003-01RE1,s:13022307-001D,single_report
005225_6K07043_1 2016_Standard_Format_11.3.16 12 12 16 1530.pdf,6K07043-01,s:6K07043-01,single_report
005225_6K07043_1 2016_Standard_Format_11.3.16 12 12 16 1530.pdf,6K07043-02,s:6K07043-01,single_report
005225_6K07043_1 2016_Standard_Format_11.3.16 12 12 16 1530.pdf,6K07043-03,s:6K07043-01,single_report
005226_Batholomew B production.pdf,424117-01,s:424117-01,single_report
005243_Water Production Meadows 2 MH.pdf,3D24094-12,s:3D24094-12,single_report
005294_PattonCS_802_reuse.pdf,7112394-01,s:7112394-01,single_report
005294_PattonCS_802_reuse.pdf,7112394-02,s:7112394-01,single_report
005326_WaynesburgCS_802_reuse.pdf,7112399-02,s:7112399-02,single_report
005337_Wind Ridge Dehy_899_reuse.pdf,G1711E20-001,s:G1711E20-001,single_report
005338_Wind Ridge Dehy_899.pdf,G1711E20-001,s:G1711E20-001,single_report
005365_Bovinator_810.pdf,30220203001,s:30220203001,single_report
005369_Brova_804.pdf,2-13429,s:2-13429,single_report
005390_Daddy Long Legs Pad_806.pdf,G1609168-002,s:G1609168-002,single_report
005392_Daddy Long Legs Pad_810.pdf,G1609168-002,s:G1609168-002,single_report
005396_Dennis Cholak Pad_802.pdf,2-15173,s:2-15173,single_report
005437_Great Tiger Pad_810.pdf,30216229001,s:30216229001,single_report
005455_Habe Pad_804.pdf,2-5920,s:2-5920,single_report
005457_Habe Pad_812.pdf,30206701001,s:30206701001,single_report
005477_James Riice Pad_804.pdf,2-12738,s:2-12738,single_report
005483_John Briggs Pad_806.pdf,7L14006-01,s:7L14006-01,single_report
005492_Kentor Pad_804.pdf,2-13449,s:2-13449,single_report
005527_McNeely Pad_810.pdf,30223363001,s:30223363001,single_report
005530_Mojo Pad_806.pdf,G1612B62-001,s:G1612B62-001,single_report
005542_Papa Bear Pad_812.pdf,G1711120-001,s:G1711120-001,single_report
005556_PLHC Pad_804.pdf,2-13925,s:2-13925,single_report
005577_Ridge Road Pad_802.pdf,7383,s:7383,single_report
005616_Thai Volcano Pad_803.pdf,2-16180,s:2-16180,single_report
005639_Waterboy Pad_806.pdf,3942B,s:3942B,single_report
005650_Wiley Pad_802.pdf,2-13059,s:2-13059,single_report
005658_William Lane Pad_810.pdf,7K29004-01,s:7K29004-01,single_report
005660_Wolverine Pad_804.pdf,2-9900,s:2-9900,single_report
005683_Back9Pond_899-Reuse.pdf,G1711119-001,s:G1711119-001,single_report
005750_GreatTigerPad_899-Reuse.pdf,30556947001,s:30556947001,single_report
005751_GrecoePad_802.pdf,7110190-01,s:7110190-01,single_report
005751_GrecoePad_802.pdf,7110190-02,s:7110190-01,single_report
005754_GrecoePad_899-Reuse.pdf,G1702635-001,s:G1702635-001,single_report
005813_MagnumPad_803.pdf,G1708461-001,s:G1708461-001,single_report
005849_PattonPad_802-Reuse.pdf,G1702636-001,s:G1702636-001,single_report
005852_PistonHondaPad_803.pdf,G1711941-001,s:G1711941-001,single_report
005874_PrairieFirePad_803-Reuse.pdf,30217624001,s:30217624001,single_report
005910_SotlerPad_803.pdf,G1711769-001,s:G1711769-001,single_report
005913_SunrisePond_899.pdf,G1711117-001,s:G1711117-001,single_report
005922_ThaiVolcanoPad_899-Reuse.pdf,G1706256-001,s:G1706256-001,single_report
005963_WileyPad_899-Reuse.pdf,G1612C86-001,s:G1612C86-001,metadata_cluster
005963_WileyPad_899-Reuse.pdf,7110233-01,s:7110233-01,metadata_cluster
005963_WileyPad_899-Reuse.pdf,7110233-02,s:7110233-01,metadata_cluster
005966_WilliamLanePad_899.pdf,G1711375-001,s:G1711375-001,single_report
006141_Lott 802.pdf,5F23109-01,s:5F23109-01,single_report
006144_Scotch 802.pdf,5F26108-04,s:5F26108-04,single_report
006155_Penn Cryo Plant (Waste #802 liquids)_Form 26R_2015.pdf,30110316001,s:30110316001,single_report
006155_Penn Cryo Plant (Waste #802 liquids)_Form 26R_2015.pdf,30110578002,s:30110316001,single_report
006192_2015_FW_Hambleton Pad A_SD_20150831_1_G1508F33_ALL.pdf,2-4425,s:2-4425,single_report
006205_2015_FW_Reamer Pad A_SD_20150727_1_G1507C90_ALL.pdf,2-4420,s:2-4420,single_report
006409_Analysis and Methodology.pdf,C9E120274,s:C9E120274,single_report
006410_Brine Analysis.pdf,1962537,s:1962537,single_report
006570_Bachelder 806 Liner(DC) NW Sani LF Form U Approv....pdf,61611887-001,s:61611887-001,single_report
006571_Bachelder DC-COC.pdf,61611887-001,s:61611887-001,single_report
